GeneID	GSM8122035	GSM8122036	GSM8122037	GSM8122038	GSM8122039	GSM8122040	GSM8122042	GSM8122043	GSM8122044	GSM8122045	GSM8122046	GSM8122047	GSM8122048	GSM8122049	GSM8122050
100287102	0.06365	0	0	0.08592	0.1205	0	0.05394	0.06356	0.07083	0.1656	0	0.3338	0.05723	0.1208	0
653635	31.3	17.48	9.95	13.64	22.85	14.52	16.52	13.3	27.12	16.34	23.22	35.62	11.73	13.01	12.95
102466751	40.21	31.43	17.26	22.96	30.75	24.8	26.21	16.99	48.18	29.5	34.01	33.46	16.68	16.63	22.73
107985730	0.2932	0.1419	0	0	0	0	0	0	0.2175	0	0	0	0	0	0
100302278	0.762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645520	0	0.1351	0.0649	0	0	0	0.07885	0.4646	0.1035	0.1614	0	0.366	0.04183	0.05888	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996442	0.376	0.6707	0.3896	0.29	0.651	0.6892	1.056	0.472	0.3108	0.708	0.405	0.4367	0.1545	0.5438	0.7322
729737	1.306	2.273	0.5627	3.345	2.437	5.237	7.292	4.815	1.774	1.816	1.851	3.438	3.376	3.367	2.4
102725121	0	0	0	0.1325	0.5576	0.2469	0	0	0	0.05674	0.137	0.4719	0.02941	0.2484	0
102723897	24.48	19.64	11.16	12.13	20.58	14.2	13.41	14.13	28.57	13.72	19.7	38.72	9.717	12.35	14.48
102465909	23.97	39.29	10.79	16.7	16.11	7.294	26.21	15.44	25.81	20.11	25.91	18.25	9.037	13.7	18.6
107985721	0.05829	0.02821	0	0	0	0	0	0	0	0	0	0	0.01747	0	0
112268260	0.1196	0.06947	0.07787	0.1076	0.2265	0.1354	0.0946	0.1752	0.07099	0.1521	0.08351	0.1778	0.0932	0.1615	0.2771
729759	0	0	0.0781	0.07558	0.106	0	0.09489	0	0	0	0	0.07342	0	0.1417	0.07482
100132287	2.707	3.86	1.712	4.612	6.653	4.495	7.116	12.37	2.329	2.733	2.495	11.72	2.109	4.11	3.682
105378947	0.06732	0.06516	0.1252	0.09087	0.255	0.2117	0.03803	0.08963	0	0.03892	0	0.05885	0.0807	0.1136	0.05997
101928626	0	0	0	0	0.2495	0	0	0	0	0	0	0.08639	0	0.08337	0
113219467	6801	3809	3035	2884	739	1635	2031	2152	1847	1980	1853	8289	3865	1839	2220
81399	0.02729	0.07924	0.1396	0.04911	0.1895	0.103	0.1387	0.1817	0	0.04733	0.05715	0.2385	0.01636	0.06906	0.1337
100133331	3.704	5.806	2.626	7.391	10.44	5.781	9.425	16.19	2.41	3.414	3.298	17.52	2.434	6.01	4.702
107984841	8.29	12.28	2.614	9.427	35.8	7.821	14.05	13.61	18.45	10.54	2.973	7.743	2.093	15.88	14.26
107984847	28.4	33.99	6.2	24.44	74.93	18.2	22.96	30.53	50.9	21.43	4.087	16.77	3.898	51.99	24.63
107984849	2.253	6.815	1.834	15.97	22.76	13.82	14	8.625	5.85	3.582	3.539	6.401	1.351	23.29	9.535
100288069	0.3451	2.283	1.605	1.812	5.374	3.69	5.524	1.149	0.7681	2.793	1.044	1.307	0.2069	2.863	4.766
105378580	0.2865	0.2228	0.1856	0.4973	0.4457	0.251	0.2948	0.2452	0.2277	0.3904	0.2572	0.3489	0.1656	0.4402	0.3008
400728	0	0.1963	0	0.2921	0.3073	0.3062	0.09167	0.05401	0.1806	0.09381	0.05664	0.07092	0.04863	0.2053	0.1084
79854	2.874	2.608	0.9467	1.455	2.722	0.8286	1.218	2.153	1.51	3.323	1.505	2.513	0.2153	1.667	1.814
643837	2.164	1.703	1.89	2.544	3.979	2.396	2.326	5.584	2.712	2.647	1.789	4.136	2.493	5.354	3.188
107984850	0.2999	0.0311	0.02989	0	0	0	0	0.3851	0	0.03716	0	0.1405	0	0	0
284593	0.03082	0	0	0	0.1167	0.1744	0.1045	0.06155	0	0.05345	0	0	0	0.312	0.08237
284600	5.751	3.265	0	0.0184	4.052	0.1029	0.0231	0.2994	8.219	1.253	0.1427	0.1787	0.03676	1.017	2.477
100130417	1.92	3.903	1.364	2.686	2.182	6.06	2.012	0.6972	3.185	1.332	5.118	0.2747	1.004	0.751	1.959
107985728	0.2596	0.7327	0.2816	0.7591	1.01	1.85	0.5376	0.288	0.5456	0.6753	1.087	0.03782	0.1037	0.4927	0.6744
148398	6.744	6.299	3.184	4.136	3.972	6.091	3.345	5.01	6.36	4.636	11.89	11.78	4.917	2.732	4.479
26155	18.06	24.7	16.57	29.68	29.61	29.36	20.13	37.25	40.19	23.12	37.98	75.54	32.75	25.34	26.32
339451	6.674	5.194	4.073	2.685	6.198	2.876	3.752	6.28	4.07	4.897	8.333	8.12	1.212	2.091	4.052
84069	0.512	0.7433	0.2747	0.4076	0.1989	0.2725	0.4672	0.9701	1.023	0.1366	1.1	1.446	1.133	0.08306	0.6315
84808	0.3345	0.2745	0.2637	0.03926	0.08262	0.02744	0.09859	0.4067	0.356	0.05045	0.2437	0.4005	0.2354	0.0184	0.1944
57801	2.026	2.306	2.445	1.109	1.608	1.395	1.578	3.664	1.828	1.52	3.498	8.151	1.354	1.213	1.244
9636	8.584	17.26	13.13	8.579	24.23	13.7	23.5	12.53	33.06	21.47	31.11	34.2	21.96	7.206	21.95
375790	6.45	7.561	5.965	5.694	9.911	9.631	8.168	7.326	8.797	8.146	15.08	14.54	5.392	4.936	8.429
100288175	0.1619	1.489	0.0753	0.2186	0.3067	0	0.3659	0.1078	0.1201	0.1872	0.3392	1.274	0.6309	0.0683	0.2885
112267874	0.0389	0.1412	0	0	0	0	0	0.03885	0.04329	0.03373	0	0.102	0.05246	0	0.02599
105378948	0.05402	0.4183	0.1758	0.1458	0.1364	0	0.1221	0.03596	0.08014	0.1249	0	0.4486	0.2266	0.02278	0.07218
401934	0	0	0	0	0	0	0.09379	0	0	0	0	0	0.02488	0	0
54991	2.378	3.578	2.111	6.712	7.615	3.426	5.129	3.281	6.976	3.299	4.528	7.795	3.809	3.884	3.12
254099	0	0	0.09054	0.1314	0	0	0	0.06482	0	0.05629	0.1359	0	0	0	0
406984	0	0	0	0.7471	0	0	0	0	0	0	1.159	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7806
554210	11.4	0.9197	2.651	0	4.798	1.195	0	0	1.41	2.197	0	6.645	1.708	0	0.8465
100506376	0	0	0	0	0	0	0	0	0	0	0	0.01651	0	0.01593	0
254173	0.02448	0.03554	0	0	0	0	0	0.09777	0	0	0.02563	0	0.011	0	0
8784	0.0642	0.2175	0	0.05777	0.1216	0.08075	0.1088	0.1709	0	0.03711	0.4033	0.02806	0.1347	0.05415	0.02859
7293	0.1432	0.1248	0.1798	0.03867	0.05424	0.02702	0.1942	0.08581	0.03187	0.09936	0.3599	0.2441	0.1288	0.01812	0.3062
51150	25.84	41.17	30.04	27.71	54.43	63.49	48.69	73.06	60.08	57.51	91.5	46.38	21.93	38.53	46.21
126792	4.536	6.613	5.674	4.554	4.721	6.896	4.288	9.246	8.509	5.266	9.578	15.98	5.864	5.479	5.36
388581	1.727	2.624	1.625	0.5422	1.521	0.6063	0.4084	0.4813	0.5363	0.3483	0.2524	0.158	0.3611	0.7624	0.161
118424	7.856	10.86	9.622	6.971	9.114	8.966	6.656	16.78	12.22	11.44	14.98	18.15	6.387	7.118	10.19
101928895	0.409	1.507	0.8778	0.7645	2.8	2.078	2.559	1.005	0.6302	1.855	0.8566	1.196	0.08486	0.7565	0.6727
6339	2.462	6.448	2.065	1.696	4.858	2.371	5.368	2.304	1.571	3.195	2.704	3.409	0.2322	1.067	1.334
116983	9.323	8.655	9.798	7.94	11.35	9.917	8.531	12.89	8.98	12.61	13.3	7.38	2.865	8.727	7.808
102465434	0.8619	0	0	1.163	0	0	1.461	1.721	0	0	1.805	0	0.7749	1.091	1.152
109623456	0.6259	0	1.746	1.69	2.371	3.543	4.243	5	2.786	6.513	9.176	1.641	0.5627	3.168	3.346
126789	4.58	3.189	7.428	3.468	6.628	6.674	3.786	13.09	6.463	7.943	9.748	6.298	3.247	4.146	4.876
54973	26.44	29.62	26.03	19.63	27.91	32.45	22.71	41.1	39.92	26.71	37.82	47.86	18.81	24.24	21.99
102465435	1.618	4.697	4.513	1.092	3.063	4.579	4.112	6.462	10.8	4.208	5.082	5.303	3.636	1.024	6.485
80772	5.1	6.426	8.61	4.854	16.89	11.87	9.61	10.88	11.12	14.27	20.24	11.72	3.917	7.504	8.71
83756	0.1895	0.1481	0.183	0.1771	0.1104	0.1925	0.0494	0.262	0.3244	0.2022	0.4884	0.1911	0.2228	0.1107	0.1363
1855	10.76	12.67	13.03	11.04	24	16.91	12.21	24.69	17.92	15.74	22.66	22.73	9.162	14.15	13.26
102466740	2.673	2.588	0	3.609	6.75	3.363	4.531	5.339	0	3.091	3.733	4.674	1.602	3.383	0
54587	0.847	3.626	1.712	1.055	3.969	3.053	2.521	2.19	3.963	1.883	3.707	1.167	0.7029	1.168	1.378
54998	33.76	40.48	24.51	23.77	52.8	45.12	34.76	53.49	56.14	42.03	53.28	88.12	35.42	30.66	29.12
81669	101.3	130.6	92.11	100.3	123.6	70.71	74.29	101.5	99.08	76.65	69.38	149.5	63.96	77.44	75.86
148413	12.96	16.16	12.55	13.07	29.85	22.64	21.36	29.74	24.63	24.62	27.84	29.15	14.47	18.54	16.28
55052	28.07	43.83	34.74	47	62.88	52.97	57.13	54.96	82.3	56.46	56.16	100.3	62.69	59.08	59.97
107984868	0.08185	0.03961	0	0	0	0	0	0.02725	0	0.02366	0.05714	0.05366	0	0	0
441869	0.2676	0.1371	0.1757	0.0425	0.3279	0.1188	0.2134	0.1258	0.1401	0.1092	0.2637	0.1858	0.05661	0.1195	0
105378585	0	0.06702	0.06439	0	0.08741	0	0	0.5531	0.2055	0	0.09667	0.06053	0	0	0
643965	0	0.1551	0.4472	0	0	0	0	0	0	0	0.2238	0.1401	0	0	0
102724312	2.158	5.306	2.764	1.843	1.918	3.24	2.164	2.814	2.94	2.673	1.937	2.771	0.7522	0.1114	1.942
107985729	0.6109	1.043	1.103	2.086	0.6805	2.577	0.4872	4.091	2.559	1.994	1.129	1.367	0.1939	0.3183	1.057
64856	22.61	35.43	20.02	29.8	24.93	55.12	20.49	47.92	47.64	50.83	79.76	28.27	20.78	15.4	40.38
219293	1.551	2.805	0.4555	1.524	4.303	1.258	1.222	1.196	2.18	1.746	1.738	5.388	0.8196	2.083	1.127
83858	6.987	6.674	5.359	8.673	7.879	9.132	5.302	12.66	6.235	7.958	8.081	13.94	6.553	8.258	8.317
55210	8.93	7.223	9.38	12.08	9.249	16.81	10.35	22.06	25.1	18.27	12.94	20.65	10.37	13.19	14.49
339453	0	0.05527	0.1062	0	0.2163	0	0.06452	0.1521	0.1695	0	0.3189	0.09984	0.03423	0	0
29101	45.82	36.92	51.29	33.5	55.05	48.67	47.95	103.4	85.57	61.85	96.31	100	33.06	51.92	64.07
643988	0	0.3953	0.1726	0.2339	0.09375	0.4204	0.3775	0.09887	0.3305	0.1717	0.5184	0.1947	0.1335	0	0.1985
105378586	0	0	0	0	0	0	0	0.1836	0	0	0	0	0.08264	0	0
142678	7.296	5.198	6.742	3.01	6.708	5.026	5.213	12.99	4.418	6.783	8.862	7.262	1.327	2.91	3.82
8510	1.332	1.353	0.8756	0.5135	1.297	0.7896	0.8381	1.026	1.058	0.9567	2.231	1.821	0.4617	0.4573	0.3813
984	15.4	17.34	13.13	11.97	18.44	16.01	13.21	25.32	20.57	16.49	22.26	28.63	10.86	14.97	13.53
728661	17.54	21.06	15.99	9.811	22.83	17.22	19.71	17.39	20.75	14.35	17.71	10.44	6.268	11.57	10.36
8511	2.031	3.707	3.238	0.94	1.648	1.423	2.459	0.6954	1.937	1.51	3.889	1.75	0.3652	0.6609	2.094
728642	39.32	31.71	21.4	22.64	26.15	18.12	20.39	41.14	38.32	22.03	31.88	51.15	15.67	22.05	22.55
9906	5.915	5.795	3.498	8.802	6.031	4.758	7.693	4.547	10.6	3.899	5.372	4.903	2.164	3.2	7.346
112268218	12.34	18.11	11.98	3.562	9.946	6.932	9.866	10.49	10.65	13.33	12.36	8.312	5.257	8.054	11.96
65220	49.93	52.93	60.59	26.51	55.22	54.86	37.29	100.3	45.01	56.86	60.87	35.13	14.1	41.98	57.85
2782	14.52	26.74	27.14	30.31	33.14	54.51	53.83	74.56	68.28	49.12	75.57	73.1	43.1	52.84	64.79
105378949	0	0.1558	0	0.2414	0	0.135	0.2425	0.07143	0.1592	0	0.3745	0.5159	0	0.04526	0
163688	1.499	1.972	0.6534	0.569	2.705	1.547	1.508	0.3742	0.9902	1.259	0.9319	0.737	0.1474	0.889	0.5007
339456	3.543	2.694	2.118	2.277	8.199	3.713	2.573	1.685	0.6257	3.316	1.531	1.327	0.3539	2.775	1.202
85452	0.08526	0.9284	0.009911	0.3453	4.709	1.113	0.1686	0.02838	0	0.07393	0.2232	0.009316	0	0.2068	0.01899
107984872	0	0.05454	0	0	0.2846	0.03544	0.03183	0	0	0	0.118	0	0	0	0
105378589	0	0.03215	0	0	0	0	0.01877	0	0.02464	0	0.09276	0	0	0	0
2563	0	0.04467	0	0	0	0.05806	0	0.04097	0.04565	0	0.3007	0	0	0	0.04112
105378590	0	0.446	0.09889	0.6379	3.132	0.6242	1.762	0	0	0.5737	0.198	0	0.02124	0.1794	0.1263
105378591	0	0	0	0	0	0	0.165	0	0	0	0	0	0	0	0.2602
5590	2.769	3.19	2.426	1.903	4.54	3.727	4.014	2.844	2.389	4.294	3.912	2.899	1.1	1.847	2.563
100506504	2.224	2.802	2.107	1.02	2.861	1.9	3.84	1.676	2.708	3.711	1.494	2.531	0.679	1.062	2.467
199990	3.204	3.776	2.356	1.791	4.049	2.782	3.953	2.905	3.118	3.092	3.959	6.433	1.687	1.696	2.633
112268219	1.201	1.372	1.043	1.94	2.907	3.268	2.602	2.634	2.935	2.048	3.958	2.478	2.442	1.619	2.499
105378593	0.7649	0.2221	0.2845	1.033	2.8	0.6735	3.543	0.1018	0.1135	0.8844	0.534	0.5349	0.3209	0.9034	0.6133
6497	2.842	3.292	4.442	3.676	5.491	4.789	4.398	11.53	6.749	6.669	8.143	34.77	1.752	5.852	5.787
79906	0.3645	0.32	0.4375	0.5607	0.8508	0.5438	0.5747	0.8296	0.7546	0.5146	0.5504	1.178	0.2134	0.1931	0.3285
100129534	1.146	1.29	0.4241	0.1263	0.3986	0.7502	0.436	0.7941	0.8848	0.2434	1.372	2.331	0.2103	0.08878	0.375
11079	69.38	63	48.13	36.68	54.25	75.61	62.5	86.83	81.38	68.57	94.91	85.33	61.02	46.16	68.89
5192	16.15	14.77	9.569	8.816	16.54	14.28	15.79	13.14	15.21	16.77	20.25	18.42	9.308	7.591	12.08
9651	3.994	5.789	1.571	3.344	0.5644	10.36	2.806	4.498	0.737	1.08	3.953	0.5384	0.8872	0.5112	1.221
55229	2.37	4.752	5.989	5.225	7.397	6.507	4.552	9.582	7.153	6.022	9.311	4.584	3.069	6.991	4.985
388585	0.4917	0.04461	0.3	0.04148	0	0.2899	0.05208	0.2455	0	0	0.3218	0	0	0	0
115110	1.65	5.321	2.715	4.809	5.367	4.467	10.15	1.955	6.535	1.994	4.935	3.448	4.38	1.887	3.179
8764	11.37	23.89	15.86	24.03	29.7	20.66	32.3	11.92	20.43	19.5	24.38	15.28	11.71	13.07	16.66
100996583	0.4519	0.3281	0.2101	0.6101	0.4279	0	0.1277	0.7522	0	0.3919	1.893	0.2963	0.4063	0	0.6039
127281	2.328	3.063	3.196	3.388	4.339	5.01	5.486	2.978	4.695	4.416	7.313	3.005	3.057	2.808	4.86
79258	0.4905	0.4824	0.5959	0.4485	0.8689	0.7165	0.9117	0.474	0.7394	0.9604	1.425	0.5601	0.569	0.4004	0.5074
105378597	0	0	0	0.2704	0	0.09448	0	0	0	0	0	0	0	0	0
100287898	0.03713	0.08625	0.03108	0.2907	0.1969	0.1681	0.6292	0.04449	0.0661	0.05152	0.1089	0.0779	0.08679	0.07517	0.09923
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440556	0.06832	0.119	0.03812	0.09222	0.05175	0.1289	0.06947	0.08186	0.09122	0.0237	0.1431	0	0.1228	0.05187	0.07303
63976	0.1088	0.02633	0.1265	0.05712	0.1374	0.1141	0.1537	0.1449	0.1211	0.1468	0.1646	0.2378	0.04891	0.04589	0.08885
100422968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0.01699	0	0	0	0	0	0	0.02274
107984909	0	0	0	0	0	0	0	0.0427	0	0	0.04478	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378604	0.007779	0	0	0	0	0	0	0.007768	0.008656	0	0.008146	0.0153	0.01049	0	0
27237	1.576	2.749	3.546	1.805	1.931	5.721	5.497	1.93	4.302	4.11	4.88	1.076	2.738	3.032	3.627
1953	2.457	1.374	1.041	0.9665	1.655	2.473	1.398	1.066	4.321	1.505	3.101	0.4058	0.671	1.251	0.7297
105378608	0	0	0	0.02348	0.03295	0.1313	0.08845	0.06949	0.07744	0	0.5466	0.1141	0.03128	0	0.06975
693135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127262	15.11	26.29	29.23	16.94	47.44	53.22	61.34	32.32	48.29	60.38	51.13	53.41	38	63.34	38.54
49856	5.289	6.093	5.494	6.053	9.363	6.671	6.918	11.14	9.916	9.223	12.16	9.875	5.195	6.293	6.799
7161	0.2548	0.1507	0.2633	0.1019	0.143	0.1246	0.4798	0.2073	0.231	0.1964	0.1581	0.2846	0.1358	0.07165	0.1513
105378610	0.1458	0.1411	0	0	0	0.1375	0.04117	0	0	0	0.2035	0.1593	0.08737	0.06149	0.03247
105378609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57212	4.569	4.162	4.499	3.463	4.889	5.548	6.722	6.442	6.906	6.244	7.659	7.102	2.058	2.876	4.332
148870	0	0	0	0	0	0	0	0	0	0.02481	0.02995	0	0	0	0.01911
388588	0.1835	1.199	2.56	2.477	4.17	3.809	3.576	0.1833	1.838	3.501	1.73	0.8422	0.8249	1.161	1.471
57470	10.79	9.686	11.73	12.65	20.32	17.27	15.41	19.03	19.25	16.38	18.5	23.71	11.08	17.93	15.25
9731	3.192	3.345	5.791	4.861	4.705	4.985	4.597	10.05	6.159	7.486	7.492	7.907	2.481	5.9	7.743
1677	2.419	2.187	1.923	1.959	1.694	1.739	1.485	1.422	2.052	1.821	2.007	1.711	0.8206	1.063	1.976
107984910	0.1389	0.1681	0.1615	0.125	0.2192	0.131	0.1569	0.1849	0.05152	0.3212	0.2424	0.3946	0.06244	0.08788	0.1547
339448	3.75	5.802	6.037	8.431	10.36	7.818	8.981	5.452	6.731	8.103	7.854	8.238	5.096	5.601	6.49
100133612	1.104	2.033	0.9393	0.3999	0.5101	0.6099	0.5478	2.582	0.7193	1.028	3.159	2.861	0	0.1704	0.4319
728716	0	0	0.3874	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0.0455	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0.137	0	0	0	0	0	0	0	0	0	0	0	0	0
55966	0.0161	0.05843	0.1347	0.0489	0.1067	0.06075	0.05457	0.08038	0.0627	0.02792	0.04215	0.04222	0.05428	0.0713	0.01614
105376680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0.02469	0.0239	0.03352	0	0	0	0	0.0614	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	1.422	0	0	0	0	0	0	0	0	0	0
261734	2.12	0.7399	0.3335	0.3567	2.037	2.101	2.079	1.231	0.5741	2.062	1.529	0.5198	0.3055	0.5573	0.3027
8514	1.638	1.709	0.6705	4.052	2.396	5.46	2.66	1.646	3.078	2.688	5.629	0.6302	2.205	2.966	2.74
26038	0.07473	0.031	0.04467	0.05764	0.1011	0.03021	0.03618	0.03198	0.03564	0	0.06707	0.028	0.009598	0.0743	0.01427
105376687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6146	69.62	140.7	111.8	106.5	101.5	98.14	127.8	125.8	198.5	88.44	137.2	225.3	220.5	148	120.2
107985733	3.921	8.027	6.31	10.18	6.663	6.07	10.9	5.421	8.725	7.846	8.211	5.141	3.706	5.088	5.508
102724450	1.669	1.817	1.94	1.502	1.054	2.1	4.007	2.5	1.238	1.206	4.078	2.189	0	0.88	1.487
388591	4.959	8.508	8.507	11.35	7.549	7.853	12.69	5.149	8.272	9.679	10.84	9.164	3.398	4.271	9.311
23463	4.291	4.232	4.897	6.802	8.906	10.53	9.09	12.03	12.56	12.76	12.35	11.49	6.78	10.89	11.6
148645	0.2241	0.09297	0.134	0.6051	0.1819	0.1208	0.4884	0	0.07126	0.1666	0	0.04198	0	0.2026	0.08558
390992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1979
387509	1.069	0.2351	0.4366	0.04371	2.657	0.3462	0.5671	1.293	1.297	0.7301	1.153	0.835	0.1844	0.3005	0.4039
11332	0.7224	2.95	2.929	3.321	7.738	5.154	10.75	1.758	4.672	5.285	7.423	6.038	2.923	4.371	4.947
54626	0	0.01791	0.01721	0.2498	0.02336	0.06983	0	0.1478	0.2471	0	0.1292	0.3073	0.1109	0	0.04945
83715	2.918	4.524	2.353	3.469	9.664	8.893	10.27	0.7914	4.904	10.65	8.953	1.197	1.598	3.92	4.99
100422975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8718	6.75	5.418	2.182	2.259	2.027	2.744	3.302	4.165	2.87	4.664	6.666	3.598	2.516	0.9722	2.934
57449	1.242	1.177	0.6144	1.879	1.702	2.161	0.8809	1.126	1.255	1.161	1.9	0.901	0.8079	0.7357	0.8476
79707	2.057	2.31	2.999	4.664	4.992	3.643	4.671	3.47	5.481	3.106	3.499	8.912	3.058	5.155	4.359
80835	0	0.03587	0.1379	0.05003	0.09357	0	0.06281	0.07402	0.08248	0.02142	0	0.06479	0.03332	0.07816	0.01651
107984912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3104	13.82	18.31	9.25	12.07	20.21	11.65	16.87	11.5	11.25	14.11	11.95	10.03	6.748	7.682	10.5
9903	5.802	7.001	8.301	5.776	9.555	11.13	8.154	7.973	10.73	7.754	9.52	11.91	5.005	8.688	10.03
107984913	0.2134	0.1936	0.5209	0.144	0.05051	0.2013	0.09041	0.4262	0.1781	0.3701	0.6145	0.2448	0	0.27	0.2495
148479	1.628	3.197	4.903	2.049	3.989	4.181	3.964	6.337	4.414	3.534	5.586	4.681	1.599	2.302	3.29
90326	7.324	7.898	6.334	5.996	8.386	6.26	5.98	9.967	8.416	8.728	9.951	11.26	5.485	6.013	6.293
55735	12.3	12.35	12.34	18.76	19.94	22.27	15.83	22.6	25.98	17.42	21.78	21.28	12.17	19.21	17.37
100505887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110841581	0.6667	0.2766	0.2657	0.6428	0.7215	0	0.6457	0.1902	0	0.3304	0.1995	0.3747	0.1713	0.1205	0.3818
23261	1.164	1.516	1.332	1.096	1.391	0.9918	1.448	1.181	1.107	1.392	1.283	2.123	0.8966	1.096	1.317
105376692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0	0	0.0744	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376689	0.1145	0.03836	0.1106	0.02378	0.05004	0.06648	0.08956	0.01759	0.0196	0.01528	0.03689	0.1386	0.04751	0.02229	0.07062
9341	9.472	12.48	15.22	15.91	21.42	18.93	22.22	20	27.04	15.73	21.43	20.25	26.1	21.62	23.82
8863	4.527	3.672	6.073	20.02	15.73	4.562	18.31	2.458	7.198	7.411	2.098	2.522	2.802	5.478	3.496
10911	0.3089	0	0.2155	0.2919	0.351	0.1166	0.4188	0.06169	0.275	0.1607	0.3235	0.0405	0.3333	0.07818	0.289
3604	0	0.02222	0.02135	0.1446	0	0.05776	0.03891	0.06114	0.1363	0.01327	0.2244	0.01003	0.2064	0.01937	0.3375
11315	65.21	114.7	91.29	82.75	122.3	153.5	125.8	154.1	218.2	148.1	190.7	182.1	174.7	125.2	145
54206	21.47	40.03	46.69	60.36	30.11	22.24	42.66	26.49	89.77	32.23	39.99	25.09	15.71	130	10.4
107984915	0	0	0	0	0	0	0	0	0	0	0.1014	0	0	0	0
102724539	0.6347	0.6143	1.033	0.5712	0.4007	0.5988	0	0.2113	1.883	0.1835	3.102	0.6935	0.09511	0.5354	0.2827
105376695	4.481	3.47	0	0.4032	1.131	5.073	1.013	0	5.318	2.59	3.754	1.958	1.074	0.756	0.3992
50651	0.2885	0.2095	0.115	0	0	0.1944	0.1397	0.1235	0.2293	0.143	0.1727	0.08107	0.03706	0.02608	0.2203
473	5.887	8.881	7.719	12.31	14.71	9.386	17.55	7.529	12.37	10.79	11.48	5.554	5.589	9.131	7.112
102724552	0.5303	1.32	0.317	0.3068	0	0.7147	1.155	0	0.6744	0.2628	0.7933	0.7947	0.3405	0.4793	0.4049
106632271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023	45.24	113.5	162.4	89.56	147.4	252.8	124.8	504.4	512.2	147.8	360.4	435.7	384.1	242.4	195
102465436	0	0.8577	2.472	0.7974	1.119	1.115	0	5.899	1.315	1.025	1.237	2.324	1.593	0	0
100505975	0	0	0.4922	0.6351	1.336	0.8877	0.9967	0	0.2618	0.204	0.739	0.3084	0.5287	0	0
112268261	0	0	0	0	0	0	0	0	0	0	0	0	0.01532	0	0
765	0	0	0	0	0	0	0.05521	0	0	0	0	0	0	0	0
155184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6518	0.08032	0.2203	0.1618	0.1084	0.0845	0.1179	0.07562	0.606	0.139	0.06191	0.1308	0.2106	0.09628	0.07905	0.2027
80045	1.229	1.96	5.663	1.849	2.652	2.851	1.793	15.19	4.372	2.778	4.473	8.665	2.038	3.659	7.269
106614088	3.402	3.764	2.735	2.271	1.629	1.623	7.373	5.38	2.73	1.843	5.192	10.95	1.376	0.8802	2.417
407040	1.434	2.776	2	1.29	0	0.9018	2.43	2.864	0	0.8289	4.004	3.76	0	1.21	3.194
102724571	0.2142	0.6218	0.1494	0.6504	1.014	0.101	2.268	0.7485	0.2383	0.09286	2.467	2.317	0.2407	0.1355	0.07155
9563	25.98	36.44	42.63	25.5	33.55	52.66	25.27	60.18	64.79	44.87	48.71	47.67	22.21	31.56	49.08
